VBELN,POSNR,BEZEI,BZIRK,CG_NAME,CITY_NAME,CUST_NAME,DISC_PERC,DISCOUNT,DRERZ,EDITION_NAME,FREE_COPY,GJAHR,GROSS_COPY,GROSS_VALUE,KDGRP,MANDT,MATNR,MONAT,NET_VALUE,ORD_DATE,PAID_COPY,PSTYV,PUB_NAME,PVA,RATE,ROUTE,SDIST_NAME,SGRP_NAME,SHIP_TO_PARTY,SOFF_NAME,SOLD_TO_PARTY,SPART,VGBEL,VKBUR,VKGRP,VKORG,VTWEG,ZCOO,ZLAO
132619427,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,VINCHUR,PANDURANG NAMDEO SHIRSATH,25,-30,DM,NASHIK UPC,0,2020,30,120,CU,100,MNAU200918,9,90,9/18/2020,30,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10057369,Malegaon,10057369,NE,120495,MALE,CRU,NASI,DA,0,0
132619428,10,PRESS TO MALEGAON-CHANDWAD,NAS_DT,Cir. Agent upcountry,MALEGAON,HERAMBH NEWS PAPER AGENCY,32,-512,DM,NASHIK UPC,0,2020,400,1600,CU,100,MNAU200918,9,1088,9/18/2020,400,JTAP,DIVYA MARATHI,MNAU,4,NAPRMC,Nask District,Circulation Satelite,10058041,Malegaon,10058041,NE,120670,MALE,CRU,NASI,DA,0,0
132619429,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,YEOLA,CHANDRAKANT VALTURE,25,-80,DM,NASHIK UPC,0,2020,80,320,CU,100,MNAU200918,9,240,9/18/2020,80,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10058657,Nasik,10058657,NE,122734,NASI,CRU,NASI,DA,0,0
132619430,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,MANMAD,GURUKRUPA NEWS PAPER AGENCY,25,-34,DM,NASHIK UPC,0,2020,34,136,CU,100,MNAU200918,9,102,9/18/2020,34,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10058662,Malegaon,10058662,NE,122744,MALE,CRU,NASI,DA,0,0
132619431,10,PRESS TO NAMPUR-SATANA,NAS_DT,Cir. Agent upcountry,LAKHMAPUR,GAURI NEWS PAPER AGENCY,25,-10,DM,NASHIK UPC,0,2020,10,40,CU,100,MNAU200918,9,30,9/18/2020,10,JTAP,DIVYA MARATHI,MNAU,4,NAPRST,Nask District,Circulation Satelite,10060801,Malegaon,10060801,NE,128140,MALE,CRU,NASI,DA,0,0
132619432,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,MUKHED PHATA,SHIVANJALI NEWS PAPER AGENCY,25,-20,DM,NASHIK UPC,0,2020,20,80,CU,100,MNAU200918,9,60,9/18/2020,20,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10060802,Nasik,10060802,NE,128141,NASI,CRU,NASI,DA,0,0
132619433,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,NANDGAON,GANESH NEWS AGENCY,25,-175,DM,NASHIK UPC,0,2020,175,700,CU,100,MNAU200918,9,525,9/18/2020,175,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10061350,Nasik,10061350,NE,130378,NASI,CRU,NASI,DA,0,0
132619434,10,PRESS TO MALEGAON-CHANDWAD,NAS_DT,Cir. Agent upcountry,RAVALGAON,NARENDRA YEOLE,25,-25,DM,NASHIK UPC,0,2020,25,100,CU,100,MNAU200918,9,75,9/18/2020,25,JTAP,DIVYA MARATHI,MNAU,4,NAPRMC,Nask District,Circulation Satelite,10062210,Nasik,10062210,NE,132975,NASI,CRU,NASI,DA,0,0
132619435,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,KOTAMGAON,JAYWANT KADAM,25,-15,DM,NASHIK UPC,0,2020,15,60,CU,100,MNAU200918,9,45,9/18/2020,15,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10062388,Nasik,10062388,NE,134059,NASI,CRU,NASI,DA,0,0
132619436,10,PRESS TO NAMPUR-SATANA,NAS_DT,Cir. Agent upcountry,DYANE,GURUDATTA NEWS PAPER AGENCY,25,-6,DM,NASHIK UPC,0,2020,6,24,CU,100,MNAU200918,9,18,9/18/2020,6,JTAP,DIVYA MARATHI,MNAU,4,NAPRST,Nask District,Circulation Satelite,10063538,Malegaon,10063538,NE,138273,MALE,CRU,NASI,DA,0,0
132619437,10,PRESS TO YEOLA -NIFAD,NAS_DT,Cir. Agent upcountry,PATODA,BALNATH CHANDRABHAN AAHER,25,-16,DM,NASHIK UPC,0,2020,16,64,CU,100,MNAU200918,9,48,9/18/2020,16,JTAP,DIVYA MARATHI,MNAU,4,NAPRYN,Nask District,Circulation Satelite,10068223,Nasik,10068223,NE,166777,NASI,CRU,NASI,DA,0,0
132619438,10,PRESS TO MALEGAON-CHANDWAD,NAS_DT,Cir. Agent upcountry,KOTHURE,PUNJARAM KARBHARI KALE,25,-12,DM,NASHIK UPC,0,2020,12,48,CU,100,MNAU200918,9,36,9/18/2020,12,JTAP,DIVYA MARATHI,MNAU,4,NAPRMC,Nask District,Circulation Satelite,10070168,Nasik,10070168,NE,179877,NASI,CRU,NASI,DA,0,0
132619439,10,PRESS TO SINNAR-CHAS,NAS_DT,Cir. Agent upcountry,PATPIMPRI,VISHWANATH SAKHARAM TAKATE,25,-40,DM,NASHIK UPC,0,2020,40,160,CU,100,MNAU200918,9,120,9/18/2020,40,JTAP,DIVYA MARATHI,MNAU,4,NAPRSC,Nask District,Circulation Satelite,10072692,Nasik,10072692,NE,196500,NASI,CRU,NASI,DA,0,0
132619440,10,PRESS TO SINNAR-CHAS,NAS_DT,Cir. Agent upcountry,VADNER BHAIRAV,RAJENDRA BABURAO SOMWANSHI,25,-25,DM,NASHIK UPC,0,2020,25,100,CU,100,MNAU200918,9,75,9/18/2020,25,JTAP,DIVYA MARATHI,MNAU,4,NAPRSC,Nask District,Circulation Satelite,10075448,Nasik,10075448,NE,214313,NASI,CRU,NASI,DA,0,0
132619441,10,PRESS TO OFFICE -SATPUR,AURANG,Library/Store/Record,NASHIK OFFICE,LIBRARY/ STORE/ RECORD ROOM,0,0,DM,NASHIK UPC,14,2020,14,0,13,100,MNAU200918,9,0,9/18/2020,0,ZFOR,DIVYA MARATHI,MNAU,0,NAPROS,Aurangabad,Circulation Local,80002174,Nasik,80002174,NE,66073,NASI,CRL,NASI,IH,0,0
132619442,10,PRESS TO MG ROAD 2 (CITY),NAS_CT,Advt./Billing,NASIK,ADVT. BILLING DEPT.,0,0,DM,NASHIK UPC,10,2020,10,0,14,100,MNAU200918,9,0,9/18/2020,0,ZFOR,DIVYA MARATHI,MNAU,0,NAPRM2,Nasik City,Circulation Local,80002581,Nasik,80002581,NE,96694,NASI,CRL,NASI,IH,0,0
132619443,10,PRESS TO MG ROAD 2 (CITY),NAS_CT,Advt./Billing,NASIK,PRODUCTION DEPT.,0,0,DM,NASHIK UPC,1,2020,1,0,14,100,MNAU200918,9,0,9/18/2020,0,ZFOR,DIVYA MARATHI,MNAU,0,NAPRM2,Nasik City,Circulation Local,80002582,Nasik,80002582,NE,96695,NASI,CRL,NASI,IH,0,0
132619444,10,PRESS TO OFFICE -SATPUR,NAS_CT,Transfer to Oth. Edn,NASIK DM,TRANSFER TO OTHER EDITION DB,0,0,DM,NASHIK UPC,4,2020,4,0,16,100,MNAU200918,9,0,9/18/2020,0,ZFOR,DIVYA MARATHI,MNAU,0,NAPROS,Nasik City,Circulation Local,80002926,Nasik,80002926,NE,123726,NASI,CRL,NASI,IH,0,0
132619445,10,Press to Jalandhar,JLNDAR,Cash Distribution Ct,JALANDHAR CITY,CASH SALE DEPOT,30,-8515.8,DB,JALANDHAR CITY,0,2020,9462,28386,CD,100,DJDR200918,9,19870.2,9/18/2020,9462,JTAP,DAINIK BHASKAR,DJDR,3,JLLOCT,Jalandhar,Circulation Local,10016161,Jalandhar,10016161,NE,14853,JALA,CRL,JALA,CA,0,0
132619445,20,Press to Jalandhar,JLNDAR,Cash Distribution Ct,JALANDHAR CITY,CASH SALE DEPOT,30,-10495.8,DB,JALANDHAR CITY,0,2020,11662,34986,CD,100,DJDR200918,9,24490.2,9/18/2020,0,ZCOO,DAINIK BHASKAR,DJDR,3,JLLOCT,Jalandhar,Circulation Local,10016161,Jalandhar,10016161,NE,14853,JALA,CRL,JALA,CA,11662,0
132619446,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cash Distribution Ct,JALANDHAR CANTT.,CASH SALE DEPOT,30,-1161,DB,JALANDHAR CITY,0,2020,1290,3870,CD,100,DJDR200918,9,2709,9/18/2020,0,ZCOO,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Local,10016162,Jalandhar,10016162,NE,14854,JALA,CRL,JALA,CA,1290,0
132619447,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cash Distribution Ct,RAMA MANDI,SUB DEPOT RAMA MANDI,30,-513,DB,JALANDHAR CITY,0,2020,570,1710,CD,100,DJDR200918,9,1197,9/18/2020,0,ZCOO,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Local,10053077,Jalandhar,10016162,NE,121774,JALA,CRL,JALA,CA,570,0
132619448,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cash Distribution Ct,P.A.P,SUB DEPOT P.A.P,30,-270,DB,JALANDHAR CITY,0,2020,300,900,CD,100,DJDR200918,9,630,9/18/2020,300,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Local,10053078,Jalandhar,10016161,NE,110100,JALA,CRL,JALA,CA,0,0
132619449,10,Shastri Market to Bilga,JLNDAR,Cash Distribution Ct,JAMSHER KHAS,SUB DEPOT JAMSHER KHAS,30,-36,DB,JALANDHAR CITY,0,2020,40,120,CD,100,DJDR200918,9,84,9/18/2020,40,JTAP,DAINIK BHASKAR,DJDR,3,JLSMBL,Jalandhar,Circulation Local,10053079,Jalandhar,10016162,NE,110255,JALA,CRL,JALA,CA,0,0
132619450,10,Shastri Market to Shahkot,JLNDAR,Cash Distribution Ct,LAMBRA,SUB DEPOT LAMBRA,30,-121.5,DB,JALANDHAR CITY,0,2020,135,405,CD,100,DJDR200918,9,283.5,9/18/2020,135,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Local,10053110,Jalandhar,10016161,NE,110102,JALA,CRL,JALA,CA,0,0
132619451,10,Press to Jalandhar,JLNDAR,Cash Distribution Ct,MAQSUDAN CHOWK,SUB DEPOT MAQSUDAN CHOWK,30,-576,DB,JALANDHAR CITY,0,2020,640,1920,CD,100,DJDR200918,9,1344,9/18/2020,640,JTAP,DAINIK BHASKAR,DJDR,3,JLLOCT,Jalandhar,Circulation Local,10055370,Jalandhar,10016161,NE,116171,JALA,CRL,JALA,CA,0,0
132619452,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cash Distribution Ct,LAMBA PIND CHOWNK,SUB DEPOT LAMBA PIND CHOWNK,30,-540.9,DB,JALANDHAR CITY,0,2020,601,1803,CD,100,DJDR200918,9,1262.1,9/18/2020,601,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Local,10070456,Jalandhar,10016161,NE,182106,JALA,CRL,JALA,CA,0,0
132619453,10,Press to Lohian Khass,JLNDAR,Cir. Agent upcountry,LOHIAN KHAS,BALWINDER SINGH NEWS AGENCY,30,-27,DB,JALANDHAR CITY,0,2020,30,90,CU,100,DJDR200918,9,63,9/18/2020,30,JTAP,DAINIK BHASKAR,DJDR,3,JLLOKH,Jalandhar,Circulation Satelite,10015897,Jalandhar,10015897,NE,55188,JALA,CRU,JALA,DA,0,0
132619454,10,Shastri Market to Shahkot,JLNDAR,Cir. Agent upcountry,SHAHKOT,PURSHOTAM LAL NEWS AGENCY,30,-72,DB,JALANDHAR CITY,0,2020,80,240,CU,100,DJDR200918,9,168,9/18/2020,80,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Satelite,10015898,Jalandhar,10015898,NE,55189,JALA,CRU,JALA,DA,0,0
132619455,10,Shastri Market to Bilga,JLNDAR,Cir. Agent upcountry,NURMAHAL,RAKESH KUMAR NEWS AGENCY,30,-36,DB,JALANDHAR CITY,0,2020,40,120,CU,100,DJDR200918,9,84,9/18/2020,40,JTAP,DAINIK BHASKAR,DJDR,3,JLSMBL,Jalandhar,Circulation Satelite,10015902,Jalandhar,10015902,NE,55193,JALA,CRU,JALA,DA,0,0
132619456,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,ADAMPUR,AWAL NEWS AGENCY,30,-99,DB,JALANDHAR CITY,0,2020,110,330,CU,100,DJDR200918,9,231,9/18/2020,110,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10015905,Jalandhar,10015905,NE,55196,JALA,CRU,JALA,DA,0,0
132619457,10,Shastri Market to Shahkot,JLNDAR,Cir. Agent upcountry,MALSIAN,GILL NEWS AGENCY,30,-9,DB,JALANDHAR CITY,0,2020,10,30,CU,100,DJDR200918,9,21,9/18/2020,10,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Satelite,10015937,Jalandhar,10015937,NE,55198,JALA,CRU,JALA,DA,0,0
132619458,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cir. Agent upcountry,APRA,ARORA NEWS AGENCY,30,-18,DB,JALANDHAR CITY,0,2020,20,60,CU,100,DJDR200918,9,42,9/18/2020,20,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Satelite,10015938,Jalandhar,10015938,NE,55199,JALA,CRU,JALA,DA,0,0
132619459,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,ALAWALPUR,SUKHWINDER NEWS AGENCY,30,-108,DB,JALANDHAR CITY,0,2020,120,360,CU,100,DJDR200918,9,252,9/18/2020,120,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10015939,Jalandhar,10015939,NE,55200,JALA,CRU,JALA,DA,0,0
132619460,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,BAL,NARAYAN NEWS AGENCY,30,-22.5,DB,JALANDHAR CITY,0,2020,25,75,CU,100,DJDR200918,9,52.5,9/18/2020,25,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10015949,Jalandhar,10015949,NE,55202,JALA,CRU,JALA,DA,0,0
132619461,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,BEAS PIND,VIJAY NEWS AGENCY,30,-13.5,DB,JALANDHAR CITY,0,2020,15,45,CU,100,DJDR200918,9,31.5,9/18/2020,15,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10015953,Jalandhar,10015953,NE,55204,JALA,CRU,JALA,DA,0,0
132619462,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cir. Agent upcountry,PHILLAUR,TEK CHAND VARINDER KUMAR,30,-117,DB,JALANDHAR CITY,0,2020,130,390,CU,100,DJDR200918,9,273,9/18/2020,130,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Satelite,10018791,Jalandhar,10018791,NE,30455,JALA,CRU,JALA,DA,0,0
132619463,10,Shastri Market to Shahkot,JLNDAR,Cir. Agent upcountry,NAKODAR,SHEKHAR NEWS AGENCY,30,-243,DB,JALANDHAR CITY,0,2020,270,810,CU,100,DJDR200918,9,567,9/18/2020,270,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Satelite,10019850,Jalandhar,10019850,NE,32038,JALA,CRU,JALA,DA,0,0
132619464,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,JANDU SINGHA,MANMOHAN SINGH NEWS AGENCY,30,-27,DB,JALANDHAR CITY,0,2020,30,90,CU,100,DJDR200918,9,63,9/18/2020,30,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10023483,Jalandhar,10023483,NE,38671,JALA,CRU,JALA,DA,0,0
132619465,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cir. Agent upcountry,GORAYA,KIRAN NEWS AGENCY,30,-36,DB,JALANDHAR CITY,0,2020,40,120,CU,100,DJDR200918,9,84,9/18/2020,40,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Satelite,10023568,Jalandhar,10023568,NE,38848,JALA,CRU,JALA,DA,0,0
132619466,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,JANDU SINGHA,SACHIN KALSI NEWS AGENCY,30,-27,DB,JALANDHAR CITY,0,2020,30,90,CU,100,DJDR200918,9,63,9/18/2020,30,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10029386,Jalandhar,10029386,NE,55205,JALA,CRU,JALA,DA,0,0
132619467,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cir. Agent upcountry,GORAYA,SUNIL VERMA NEWS AEGNCY,30,-31.5,DB,JALANDHAR CITY,0,2020,35,105,CU,100,DJDR200918,9,73.5,9/18/2020,35,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Satelite,10034659,Jalandhar,10034659,NE,134238,JALA,CRU,JALA,DA,0,0
132619468,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,KARTARPUR,HARSH VARDHAN NEWS AGENCY,30,-144,DB,JALANDHAR CITY,0,2020,160,480,CU,100,DJDR200918,9,336,9/18/2020,160,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10034761,Jalandhar,10034761,NE,134239,JALA,CRU,JALA,DA,0,0
132619469,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,KALA BAKRA,SAINI NEWS AGENCY,30,-6.3,DB,JALANDHAR CITY,0,2020,7,21,CU,100,DJDR200918,9,14.7,9/18/2020,7,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10048580,Jalandhar,10048580,NE,134240,JALA,CRU,JALA,DA,0,0
132619470,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,BHOGPUR,SAINI NEWS AGENCY,30,-72,DB,JALANDHAR CITY,0,2020,80,240,CU,100,DJDR200918,9,168,9/18/2020,80,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10048583,Jalandhar,10048583,NE,134241,JALA,CRU,JALA,DA,0,0
132619471,10,Shastri Market to Shahkot,JLNDAR,Cir. Agent upcountry,NURMAHAL,GAGAN NEWS AGENCY,30,-5.4,DB,JALANDHAR CITY,0,2020,6,18,CU,100,DJDR200918,9,12.6,9/18/2020,6,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Satelite,10050410,Jalandhar,10050410,NE,134242,JALA,CRU,JALA,DA,0,0
132619472,10,Shastri Market to Shahkot,JLNDAR,Cir. Agent upcountry,MEHATPUR,SONAM NEWS AGENCY,30,-15.3,DB,JALANDHAR CITY,0,2020,17,51,CU,100,DJDR200918,9,35.7,9/18/2020,17,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Satelite,10060643,Jalandhar,10060643,NE,134243,JALA,CRU,JALA,DA,0,0
132619473,10,JALANDHAR TO MUKANDPUR,JLNDAR,Cir. Agent upcountry,GORAYA,YADAV NEWS AGENCY,30,-54,DB,JALANDHAR CITY,0,2020,60,180,CU,100,DJDR200918,9,126,9/18/2020,60,JTAP,DAINIK BHASKAR,DJDR,3,JLPLMK,Jalandhar,Circulation Satelite,10061767,Jalandhar,10061767,NE,134244,JALA,CRU,JALA,DA,0,0
132619474,10,Shastri Market to Shahkot,JLNDAR,Cir. Agent upcountry,SHAHKOT,BALJIT SINGH NEWS AGENCY,30,-13.5,DB,JALANDHAR CITY,0,2020,15,45,CU,100,DJDR200918,9,31.5,9/18/2020,15,JTAP,DAINIK BHASKAR,DJDR,3,JLSMSK,Jalandhar,Circulation Satelite,10063904,Jalandhar,10063904,NE,140696,JALA,CRU,JALA,DA,0,0
132619475,10,Shastri Market to Bilga,JLNDAR,Cir. Agent upcountry,BILGA,DINESH KUMAR NEWS AGENCY,30,-26.1,DB,JALANDHAR CITY,0,2020,29,87,CU,100,DJDR200918,9,60.9,9/18/2020,29,JTAP,DAINIK BHASKAR,DJDR,3,JLSMBL,Jalandhar,Circulation Satelite,10071640,Jalandhar,10071640,NE,189937,JALA,CRU,JALA,DA,0,0
132619476,10,Press to Jandu Singha via Bhogpur,JLNDAR,Cir. Agent upcountry,KARTARPUR,RAHUL NEWS AGENCY,30,-9,DB,JALANDHAR CITY,0,2020,10,30,CU,100,DJDR200918,9,21,9/18/2020,10,JTAP,DAINIK BHASKAR,DJDR,3,JLJSBP,Jalandhar,Circulation Satelite,10072349,Jalandhar,10072349,NE,194303,JALA,CRU,JALA,DA,0,0
132619477,10,Shastri Market to Bilga,JLNDAR,Cir. Agent upcountry,NURMAHAL,GAGAN NEWS AGENCY,30,-27,DB,JALANDHAR CITY,0,2020,30,90,CU,100,DJDR200918,9,63,9/18/2020,30,JTAP,DAINIK BHASKAR,DJDR,3,JLSMBL,Jalandhar,Circulation Satelite,10073542,Jalandhar,10073542,NE,201014,JALA,CRU,JALA,DA,0,0
132619478,10,JALANDHAR IN HOUSE,JLNDAR,Staff File,JALANDHAR,STAFF FILE JALANDHAR,0,0,DB,JALANDHAR CITY,6,2020,6,0,12,100,DJDR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJDR,0,JLINHO,Jalandhar,Circulation Satelite,80000102,Jalandhar,80000102,NE,15782,JALA,CRU,JALA,IH,0,0
132619479,10,JALANDHAR IN HOUSE,JLNDAR,Business Center,JALANDHAR,BUSINESS CENTER,0,0,DB,JALANDHAR CITY,12,2020,12,0,23,100,DJDR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJDR,0,JLINHO,Jalandhar,Circulation Satelite,80001365,Jalandhar,80001365,NE,45197,JALA,CRU,JALA,IH,0,0
132619480,10,JALANDHAR IN HOUSE,JLNDAR,Library/Store/Record,JALANDHAR,LIBRARY/STORE/RECORD,0,0,DB,JALANDHAR CITY,6,2020,6,0,13,100,DJDR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DJDR,0,JLINHO,Jalandhar,Circulation Satelite,80001366,Jalandhar,80001366,NE,45198,JALA,CRU,JALA,IH,0,0
132619481,10,Press to Garhshankar Via Hoshiarpur,HOSIPR,Cir. Agent upcountry,HOSHIARPUR,GHUMAN NEWS AGENCY,30,-5400,DB,HOSHIARPUR,0,2020,6000,18000,CU,100,DHIR200918,9,12600,9/18/2020,6000,JTAP,DAINIK BHASKAR,DHIR,3,JLHSGS,Hoshiarpur,Circulation Satelite,10075590,Jalandhar,10075590,NE,214415,JALA,CRU,JALA,DA,0,0
132619482,10,JALANDHAR IN HOUSE,JLNDAR,Staff File,JALANDHAR,STAFF FILE JALANDHAR,0,0,DB,HOSHIARPUR,5,2020,5,0,12,100,DHIR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DHIR,0,JLINHO,Jalandhar,Circulation Satelite,80000102,Jalandhar,80000102,NE,15782,JALA,CRU,JALA,IH,0,0
132619483,10,JALANDHAR IN HOUSE,JLNDAR,Advt./Billing,JALANDHAR CITY,ADVT BILLING COPIES (VTS),0,0,DB,HOSHIARPUR,10,2020,10,0,14,100,DHIR200918,9,0,9/18/2020,0,ZFOR,DAINIK BHASKAR,DHIR,0,JLINHO,Jalandhar,Circulation Local,80001278,Jalandhar,80001278,NE,43246,JALA,CRL,JALA,IH,0,0
132619484,10,PALI TO SANCHORE,PAL_ZL,Cir. Agent upcountry,POSANA,CHAMUNDA NEWS AGENCY,30,-199.5,DB,JALORE CITY,0,2020,133,665,CU,100,DJLC200918,9,465.5,9/18/2020,133,JTAP,DAINIK BHASKAR,DJLC,5,JDPLSN,Pali Zila,Circulation Satelite,10070167,Pali,10070167,NE,179835,PALI,CRU,PALI,DA,0,0
132619485,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,RAHON,BHAGI NEWS AGENCY,30,-90,DB,NAWAN SHAHAR,0,2020,100,300,CU,100,DNSR200918,9,210,9/18/2020,100,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015929,Jalandhar,10015929,NE,13943,JALA,CRU,JALA,DA,0,0
132619486,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,BALACHAUR,RAKESH NEWS AGENCY,30,-45,DB,NAWAN SHAHAR,0,2020,50,150,CU,100,DNSR200918,9,105,9/18/2020,50,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015930,Jalandhar,10015930,NE,13944,JALA,CRU,JALA,DA,0,0
132619487,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,JADLA,S.K.DUGGAL NEWS AGENCY,30,-67.5,DB,NAWAN SHAHAR,0,2020,75,225,CU,100,DNSR200918,9,157.5,9/18/2020,75,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015931,Jalandhar,10015931,NE,13945,JALA,CRU,JALA,DA,0,0
132619488,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,MUKANDPUR,KATARIA NEWS AGENCY,30,-18,DB,NAWAN SHAHAR,0,2020,20,60,CU,100,DNSR200918,9,42,9/18/2020,20,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015934,Jalandhar,10015934,NE,13948,JALA,CRU,JALA,DA,0,0
132619489,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,BEHRAM,LEKH RAJ KULTHAM NEWS AGENCY,30,-6.3,DB,NAWAN SHAHAR,0,2020,7,21,CU,100,DNSR200918,9,14.7,9/18/2020,7,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015956,Jalandhar,10015956,NE,13970,JALA,CRU,JALA,DA,0,0
132619490,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,URAPPAR,VIVEK NEWS AGENCY,30,-22.5,DB,NAWAN SHAHAR,0,2020,25,75,CU,100,DNSR200918,9,52.5,9/18/2020,25,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015961,Jalandhar,10015961,NE,13975,JALA,CRU,JALA,DA,0,0
132619491,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,BANGA,DALJIT SINGH NEWS AGENCY,30,-90,DB,NAWAN SHAHAR,0,2020,100,300,CU,100,DNSR200918,9,210,9/18/2020,100,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015962,Jalandhar,10015962,NE,13976,JALA,CRU,JALA,DA,0,0
132619492,10,Press to ROPAR - NANGAL,NAWHAR,Cir. Agent upcountry,NAWA SHAHAR,SANJEEV DUGGAL NEWS AGENCY,30,-387,DB,NAWAN SHAHAR,0,2020,430,1290,CU,100,DNSR200918,9,903,9/18/2020,430,JTAP,DAINIK BHASKAR,DNSR,3,JLRPNG,NAWANSHAR,Circulation Satelite,10015977,Jalandhar,10015977,NE,13991,JALA,CRU,JALA,DA,0,0
